Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-04 09:15:00+05:30,1248.0,1250.449951171875,1246.8499755859375,1248.199951171875,0,0.0,0.0
2025-02-04 09:16:00+05:30,1248.25,1248.699951171875,1247.699951171875,1248.1500244140625,108982,0.0,0.0
2025-02-04 09:17:00+05:30,1248.199951171875,1248.449951171875,1247.6500244140625,1248.199951171875,87539,0.0,0.0
2025-02-04 09:18:00+05:30,1248.050048828125,1248.0999755859375,1247.6500244140625,1248.0999755859375,45711,0.0,0.0
2025-02-04 09:19:00+05:30,1248.0999755859375,1248.300048828125,1247.300048828125,1248.25,69942,0.0,0.0
2025-02-04 09:20:00+05:30,1248.25,1251.050048828125,1248.199951171875,1251.050048828125,75929,0.0,0.0
2025-02-04 09:21:00+05:30,1251.0,1251.4000244140625,1250.0,1251.050048828125,37700,0.0,0.0
2025-02-04 09:22:00+05:30,1251.050048828125,1253.050048828125,1251.050048828125,1252.25,40916,0.0,0.0
2025-02-04 09:23:00+05:30,1252.5,1252.5,1252.0999755859375,1252.1500244140625,25022,0.0,0.0
2025-02-04 09:24:00+05:30,1252.199951171875,1252.949951171875,1252.0999755859375,1252.949951171875,26963,0.0,0.0
2025-02-04 09:25:00+05:30,1252.949951171875,1254.0,1252.199951171875,1253.5999755859375,47692,0.0,0.0
2025-02-04 09:26:00+05:30,1253.5999755859375,1253.800048828125,1252.949951171875,1253.3499755859375,37288,0.0,0.0
2025-02-04 09:27:00+05:30,1253.0,1253.4000244140625,1253.0,1253.4000244140625,19650,0.0,0.0
2025-02-04 09:28:00+05:30,1254.199951171875,1254.800048828125,1254.199951171875,1254.800048828125,34263,0.0,0.0
2025-02-04 09:29:00+05:30,1254.800048828125,1254.8499755859375,1253.8499755859375,1253.8499755859375,35811,0.0,0.0
2025-02-04 09:30:00+05:30,1254.050048828125,1254.0999755859375,1253.0,1253.3499755859375,39395,0.0,0.0
2025-02-04 09:31:00+05:30,1253.199951171875,1253.199951171875,1252.0,1252.449951171875,28421,0.0,0.0
2025-02-04 09:32:00+05:30,1252.4000244140625,1252.4000244140625,1251.550048828125,1252.25,24797,0.0,0.0
2025-02-04 09:33:00+05:30,1252.25,1253.9000244140625,1252.25,1253.5,25090,0.0,0.0
2025-02-04 09:34:00+05:30,1253.5,1254.449951171875,1253.449951171875,1254.199951171875,31517,0.0,0.0
2025-02-04 09:35:00+05:30,1254.199951171875,1254.199951171875,1252.5999755859375,1252.6500244140625,18055,0.0,0.0
2025-02-04 09:36:00+05:30,1252.550048828125,1252.949951171875,1252.0999755859375,1252.9000244140625,22056,0.0,0.0
2025-02-04 09:37:00+05:30,1252.9000244140625,1255.9000244140625,1252.9000244140625,1255.9000244140625,49020,0.0,0.0
2025-02-04 09:38:00+05:30,1255.9000244140625,1256.0999755859375,1255.5999755859375,1256.0999755859375,34437,0.0,0.0
2025-02-04 09:39:00+05:30,1256.199951171875,1256.8499755859375,1256.050048828125,1256.8499755859375,29984,0.0,0.0
2025-02-04 09:40:00+05:30,1256.5999755859375,1257.5999755859375,1256.5999755859375,1257.3499755859375,27147,0.0,0.0
2025-02-04 09:41:00+05:30,1257.300048828125,1257.9000244140625,1257.25,1257.550048828125,28700,0.0,0.0
2025-02-04 09:42:00+05:30,1257.5,1258.75,1257.300048828125,1258.699951171875,50188,0.0,0.0
2025-02-04 09:43:00+05:30,1258.5,1258.5999755859375,1257.75,1258.199951171875,23499,0.0,0.0
2025-02-04 09:44:00+05:30,1258.199951171875,1258.5,1258.0,1258.3499755859375,39686,0.0,0.0
2025-02-04 09:45:00+05:30,1258.4000244140625,1259.8499755859375,1258.4000244140625,1259.75,67545,0.0,0.0
2025-02-04 09:46:00+05:30,1259.75,1259.75,1259.0999755859375,1259.199951171875,21980,0.0,0.0
2025-02-04 09:47:00+05:30,1259.3499755859375,1259.8499755859375,1259.3499755859375,1259.8499755859375,24201,0.0,0.0
2025-02-04 09:48:00+05:30,1259.8499755859375,1260.6500244140625,1259.3499755859375,1260.0999755859375,75158,0.0,0.0
2025-02-04 09:49:00+05:30,1260.050048828125,1260.050048828125,1259.449951171875,1259.699951171875,14954,0.0,0.0
2025-02-04 09:50:00+05:30,1259.6500244140625,1259.6500244140625,1258.6500244140625,1259.5,19457,0.0,0.0
2025-02-04 09:51:00+05:30,1259.5,1260.0,1259.449951171875,1260.0,33158,0.0,0.0
2025-02-04 09:52:00+05:30,1260.0,1260.050048828125,1258.3499755859375,1258.5999755859375,40463,0.0,0.0
2025-02-04 09:53:00+05:30,1258.5999755859375,1258.9000244140625,1258.1500244140625,1258.3499755859375,18160,0.0,0.0
2025-02-04 09:54:00+05:30,1258.3499755859375,1259.199951171875,1258.1500244140625,1258.699951171875,20442,0.0,0.0
2025-02-04 09:55:00+05:30,1258.800048828125,1259.1500244140625,1257.9000244140625,1258.0,23541,0.0,0.0
2025-02-04 09:56:00+05:30,1257.8499755859375,1258.449951171875,1257.8499755859375,1258.25,19624,0.0,0.0
2025-02-04 09:57:00+05:30,1258.0,1258.25,1257.6500244140625,1257.949951171875,28065,0.0,0.0
2025-02-04 09:58:00+05:30,1258.0,1258.5,1257.9000244140625,1258.5,14173,0.0,0.0
2025-02-04 09:59:00+05:30,1258.5,1258.5,1257.6500244140625,1258.0999755859375,20124,0.0,0.0
2025-02-04 10:00:00+05:30,1258.0999755859375,1258.949951171875,1258.0999755859375,1258.3499755859375,16013,0.0,0.0
2025-02-04 10:01:00+05:30,1258.25,1259.4000244140625,1258.25,1259.3499755859375,22824,0.0,0.0
2025-02-04 10:02:00+05:30,1259.4000244140625,1260.050048828125,1259.4000244140625,1260.050048828125,22186,0.0,0.0
2025-02-04 10:03:00+05:30,1259.0999755859375,1260.800048828125,1259.0999755859375,1260.199951171875,41184,0.0,0.0
2025-02-04 10:04:00+05:30,1260.0,1260.75,1259.6500244140625,1260.5,17900,0.0,0.0
2025-02-04 10:05:00+05:30,1260.5,1260.9000244140625,1260.4000244140625,1260.5,17391,0.0,0.0
2025-02-04 10:06:00+05:30,1260.5999755859375,1261.0,1260.300048828125,1260.300048828125,23170,0.0,0.0
2025-02-04 10:07:00+05:30,1260.449951171875,1260.449951171875,1259.6500244140625,1260.199951171875,18224,0.0,0.0
2025-02-04 10:08:00+05:30,1260.199951171875,1260.199951171875,1259.300048828125,1259.3499755859375,16421,0.0,0.0
2025-02-04 10:09:00+05:30,1259.300048828125,1260.25,1258.949951171875,1260.25,41800,0.0,0.0
2025-02-04 10:10:00+05:30,1260.199951171875,1260.699951171875,1260.0,1260.300048828125,26177,0.0,0.0
2025-02-04 10:11:00+05:30,1260.5999755859375,1262.3499755859375,1260.300048828125,1262.25,42752,0.0,0.0
2025-02-04 10:12:00+05:30,1262.25,1262.25,1261.3499755859375,1261.8499755859375,16070,0.0,0.0
2025-02-04 10:13:00+05:30,1261.949951171875,1262.3499755859375,1260.800048828125,1261.199951171875,26639,0.0,0.0
2025-02-04 10:14:00+05:30,1261.0,1261.0,1258.449951171875,1259.1500244140625,33778,0.0,0.0
2025-02-04 10:15:00+05:30,1259.0999755859375,1259.1500244140625,1258.5,1258.949951171875,23852,0.0,0.0
2025-02-04 10:16:00+05:30,1259.0,1259.550048828125,1258.8499755859375,1259.0999755859375,17544,0.0,0.0
2025-02-04 10:17:00+05:30,1259.0999755859375,1260.199951171875,1259.0999755859375,1259.949951171875,17258,0.0,0.0
2025-02-04 10:18:00+05:30,1259.949951171875,1260.0,1259.0999755859375,1259.0999755859375,12288,0.0,0.0
2025-02-04 10:19:00+05:30,1259.4000244140625,1259.4000244140625,1259.0999755859375,1259.199951171875,10165,0.0,0.0
2025-02-04 10:20:00+05:30,1259.199951171875,1259.300048828125,1258.949951171875,1259.199951171875,13305,0.0,0.0
2025-02-04 10:21:00+05:30,1259.199951171875,1259.199951171875,1258.550048828125,1259.1500244140625,7735,0.0,0.0
2025-02-04 10:22:00+05:30,1259.199951171875,1259.4000244140625,1259.199951171875,1259.4000244140625,10889,0.0,0.0
2025-02-04 10:23:00+05:30,1259.3499755859375,1259.4000244140625,1259.0,1259.4000244140625,13049,0.0,0.0
2025-02-04 10:24:00+05:30,1259.4000244140625,1259.4000244140625,1258.699951171875,1259.199951171875,10234,0.0,0.0
2025-02-04 10:25:00+05:30,1259.199951171875,1259.199951171875,1258.449951171875,1258.699951171875,9449,0.0,0.0
2025-02-04 10:26:00+05:30,1258.699951171875,1259.0,1258.0999755859375,1258.9000244140625,13688,0.0,0.0
2025-02-04 10:27:00+05:30,1258.9000244140625,1258.949951171875,1258.75,1258.800048828125,13107,0.0,0.0
2025-02-04 10:28:00+05:30,1258.9000244140625,1258.9000244140625,1258.300048828125,1258.550048828125,9117,0.0,0.0
2025-02-04 10:29:00+05:30,1258.4000244140625,1258.550048828125,1256.6500244140625,1258.050048828125,31769,0.0,0.0
2025-02-04 10:30:00+05:30,1258.1500244140625,1258.4000244140625,1257.25,1258.300048828125,20923,0.0,0.0
2025-02-04 10:31:00+05:30,1258.300048828125,1258.4000244140625,1258.25,1258.3499755859375,8524,0.0,0.0
2025-02-04 10:32:00+05:30,1258.300048828125,1259.25,1258.199951171875,1259.1500244140625,34304,0.0,0.0
2025-02-04 10:33:00+05:30,1259.1500244140625,1259.5,1258.9000244140625,1259.1500244140625,52315,0.0,0.0
2025-02-04 10:34:00+05:30,1259.0,1259.050048828125,1257.9000244140625,1257.9000244140625,12178,0.0,0.0
2025-02-04 10:35:00+05:30,1257.550048828125,1258.0,1256.0,1256.8499755859375,24172,0.0,0.0
2025-02-04 10:36:00+05:30,1256.8499755859375,1257.6500244140625,1256.25,1256.25,20567,0.0,0.0
2025-02-04 10:37:00+05:30,1256.4000244140625,1256.75,1255.199951171875,1256.3499755859375,68874,0.0,0.0
2025-02-04 10:38:00+05:30,1256.5,1256.949951171875,1255.550048828125,1256.1500244140625,52650,0.0,0.0
2025-02-04 10:39:00+05:30,1255.5999755859375,1255.9000244140625,1253.050048828125,1253.1500244140625,56189,0.0,0.0
2025-02-04 10:40:00+05:30,1253.1500244140625,1255.0,1253.1500244140625,1254.949951171875,35541,0.0,0.0
2025-02-04 10:41:00+05:30,1254.699951171875,1255.0,1254.4000244140625,1254.9000244140625,20795,0.0,0.0
2025-02-04 10:42:00+05:30,1254.9000244140625,1254.949951171875,1254.300048828125,1254.949951171875,28295,0.0,0.0
2025-02-04 10:43:00+05:30,1254.699951171875,1255.4000244140625,1254.699951171875,1255.199951171875,23517,0.0,0.0
2025-02-04 10:44:00+05:30,1255.4000244140625,1256.25,1255.4000244140625,1256.0999755859375,17079,0.0,0.0
2025-02-04 10:45:00+05:30,1256.25,1256.25,1255.3499755859375,1255.5999755859375,26371,0.0,0.0
2025-02-04 10:46:00+05:30,1255.800048828125,1256.5,1255.75,1256.449951171875,17725,0.0,0.0
2025-02-04 10:47:00+05:30,1256.4000244140625,1257.050048828125,1256.25,1256.6500244140625,59337,0.0,0.0
2025-02-04 10:48:00+05:30,1256.6500244140625,1256.6500244140625,1256.050048828125,1256.4000244140625,12052,0.0,0.0
2025-02-04 10:49:00+05:30,1256.3499755859375,1256.949951171875,1256.1500244140625,1256.6500244140625,14392,0.0,0.0
2025-02-04 10:50:00+05:30,1256.550048828125,1256.9000244140625,1256.0999755859375,1256.9000244140625,24826,0.0,0.0
2025-02-04 10:51:00+05:30,1257.050048828125,1257.050048828125,1255.4000244140625,1255.449951171875,38478,0.0,0.0
2025-02-04 10:52:00+05:30,1255.199951171875,1256.25,1255.199951171875,1256.25,13780,0.0,0.0
2025-02-04 10:53:00+05:30,1256.0,1256.0,1254.800048828125,1255.699951171875,9961,0.0,0.0
2025-02-04 10:54:00+05:30,1255.5,1255.949951171875,1255.449951171875,1255.949951171875,9454,0.0,0.0
2025-02-04 10:55:00+05:30,1255.800048828125,1256.0999755859375,1255.800048828125,1256.0999755859375,11515,0.0,0.0
2025-02-04 10:56:00+05:30,1256.050048828125,1256.800048828125,1256.050048828125,1256.800048828125,17644,0.0,0.0
2025-02-04 10:57:00+05:30,1256.800048828125,1256.800048828125,1256.6500244140625,1256.699951171875,10033,0.0,0.0
2025-02-04 10:58:00+05:30,1256.6500244140625,1256.800048828125,1256.5,1256.5,8749,0.0,0.0
2025-02-04 10:59:00+05:30,1256.4000244140625,1256.5,1256.300048828125,1256.5,13752,0.0,0.0
2025-02-04 11:00:00+05:30,1256.6500244140625,1256.800048828125,1256.0,1256.800048828125,9462,0.0,0.0
2025-02-04 11:01:00+05:30,1256.800048828125,1256.8499755859375,1256.6500244140625,1256.6500244140625,13666,0.0,0.0
2025-02-04 11:02:00+05:30,1256.699951171875,1257.800048828125,1256.699951171875,1256.9000244140625,28087,0.0,0.0
2025-02-04 11:03:00+05:30,1256.75,1257.300048828125,1256.5,1257.300048828125,10957,0.0,0.0
2025-02-04 11:04:00+05:30,1257.300048828125,1257.3499755859375,1256.9000244140625,1257.050048828125,13220,0.0,0.0
2025-02-04 11:05:00+05:30,1257.199951171875,1257.449951171875,1257.050048828125,1257.449951171875,10731,0.0,0.0
2025-02-04 11:06:00+05:30,1257.300048828125,1257.4000244140625,1257.0999755859375,1257.0999755859375,13590,0.0,0.0
2025-02-04 11:07:00+05:30,1257.050048828125,1257.3499755859375,1256.9000244140625,1257.1500244140625,12373,0.0,0.0
2025-02-04 11:08:00+05:30,1257.300048828125,1257.300048828125,1257.0999755859375,1257.0999755859375,9016,0.0,0.0
2025-02-04 11:09:00+05:30,1257.0999755859375,1257.300048828125,1257.0999755859375,1257.300048828125,8823,0.0,0.0
2025-02-04 11:10:00+05:30,1257.25,1257.300048828125,1256.949951171875,1257.050048828125,14675,0.0,0.0
2025-02-04 11:11:00+05:30,1257.050048828125,1257.1500244140625,1256.699951171875,1256.699951171875,11323,0.0,0.0
2025-02-04 11:12:00+05:30,1256.25,1256.5999755859375,1256.199951171875,1256.5999755859375,8923,0.0,0.0
2025-02-04 11:13:00+05:30,1256.699951171875,1257.0,1256.25,1256.449951171875,22584,0.0,0.0
2025-02-04 11:14:00+05:30,1256.3499755859375,1257.199951171875,1256.3499755859375,1257.1500244140625,20998,0.0,0.0
2025-02-04 11:15:00+05:30,1257.1500244140625,1257.25,1256.550048828125,1257.050048828125,18458,0.0,0.0
2025-02-04 11:16:00+05:30,1256.8499755859375,1257.199951171875,1256.0999755859375,1257.050048828125,19650,0.0,0.0
2025-02-04 11:17:00+05:30,1257.0,1257.4000244140625,1256.949951171875,1257.3499755859375,13548,0.0,0.0
2025-02-04 11:18:00+05:30,1257.4000244140625,1257.4000244140625,1257.0999755859375,1257.25,9686,0.0,0.0
2025-02-04 11:19:00+05:30,1257.199951171875,1258.550048828125,1257.199951171875,1258.4000244140625,24685,0.0,0.0
2025-02-04 11:20:00+05:30,1258.5,1259.8499755859375,1258.5,1259.199951171875,33317,0.0,0.0
2025-02-04 11:21:00+05:30,1259.4000244140625,1260.449951171875,1259.3499755859375,1260.4000244140625,50960,0.0,0.0
2025-02-04 11:22:00+05:30,1260.75,1261.0999755859375,1260.5,1260.800048828125,58173,0.0,0.0
2025-02-04 11:23:00+05:30,1260.800048828125,1261.449951171875,1260.75,1261.3499755859375,25366,0.0,0.0
2025-02-04 11:24:00+05:30,1261.199951171875,1261.800048828125,1261.0999755859375,1261.800048828125,22045,0.0,0.0
2025-02-04 11:25:00+05:30,1261.800048828125,1261.800048828125,1260.6500244140625,1261.4000244140625,67333,0.0,0.0
